,Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Year,Casualty_count,Fatality_rate,Vehicle_crash_ratio
460,Q4 2023,Imo,29,72,24,33,17,3,1,0,12,2023,96,0.8275862068965517,1.1379310344827587
461,Q4 2023,Jigawa,114,460,36,211,160,0,0,3,48,2023,496,0.3157894736842105,1.8508771929824561
462,Q4 2023,Kaduna,209,889,150,218,118,1,0,9,90,2023,1039,0.7177033492822966,1.0430622009569377
463,Q4 2023,Kano,59,265,62,77,54,0,0,0,23,2023,327,1.0508474576271187,1.305084745762712
464,Q4 2023,Katsina,40,207,45,49,30,0,0,0,19,2023,252,1.125,1.225
465,Q4 2023,Kebbi,50,219,40,52,46,0,0,0,6,2023,259,0.8,1.04
466,Q4 2023,Kogi,107,355,65,128,67,0,0,0,61,2023,420,0.6074766355140186,1.1962616822429906
467,Q4 2023,Kwara,75,316,57,110,47,0,0,2,61,2023,373,0.76,1.4666666666666666
468,Q4 2023,Lagos,101,127,17,102,65,0,0,1,36,2023,144,0.16831683168316833,1.00990099009901
469,Q4 2023,Nasarawa,212,555,32,268,148,2,2,0,116,2023,587,0.1509433962264151,1.2641509433962264
470,Q4 2023,Niger,99,649,97,134,108,0,0,2,24,2023,746,0.9797979797979798,1.3535353535353536
471,Q4 2023,Ogun,202,521,102,380,265,0,0,0,115,2023,623,0.504950495049505,1.881188118811881
472,Q4 2023,Ondo,100,264,54,135,81,0,1,3,50,2023,318,0.54,1.35
473,Q4 2023,Osun,96,287,47,146,84,0,4,2,56,2023,334,0.4895833333333333,1.5208333333333333
474,Q4 2023,Oyo,127,372,78,194,122,0,0,3,69,2023,450,0.6141732283464567,1.5275590551181102
475,Q4 2023,Plateau,74,244,28,78,39,0,0,2,37,2023,272,0.3783783783783784,1.054054054054054
476,Q4 2023,Rivers,16,28,3,17,10,0,0,0,7,2023,31,0.1875,1.0625
477,Q4 2023,Sokoto,25,110,13,26,12,0,0,0,14,2023,123,0.52,1.04
478,Q4 2023,Taraba,43,113,13,41,13,0,0,0,28,2023,126,0.3023255813953488,0.9534883720930233
479,Q4 2023,Yobe,50,340,31,72,26,0,0,0,46,2023,371,0.62,1.44
480,Q4 2023,Zamfara,15,36,18,21,17,0,0,0,4,2023,54,1.2,1.4
481,Q1 2024,Abia,19,45,5,17,6,0,0,0,11,2024,50,0.2631578947368421,0.8947368421052632
482,Q1 2024,Adamawa,29,163,27,42,29,0,0,0,13,2024,190,0.9310344827586207,1.4482758620689655
483,Q1 2024,Akwa Ibom,10,23,5,13,5,0,0,0,8,2024,28,0.5,1.3
484,Q1 2024,Anambra,31,73,13,36,17,0,0,2,17,2024,86,0.41935483870967744,1.1612903225806452
485,Q1 2024,Bauchi,99,442,45,124,67,0,0,1,56,2024,487,0.45454545454545453,1.2525252525252526
486,Q1 2024,Bayelsa,13,26,5,21,13,0,0,0,8,2024,31,0.38461538461538464,1.6153846153846154
487,Q1 2024,Benue,83,317,49,101,62,2,0,0,37,2024,366,0.5903614457831325,1.216867469879518
488,Q1 2024,Borno,26,173,3,42,19,0,0,0,23,2024,176,0.11538461538461539,1.6153846153846154
489,Q1 2024,Cross River,32,112,15,38,25,0,0,0,13,2024,127,0.46875,1.1875
490,Q1 2024,Delta,31,76,18,44,26,0,0,0,18,2024,94,0.5806451612903226,1.4193548387096775
491,Q1 2024,Ebonyi,43,60,19,35,22,0,0,0,13,2024,79,0.4418604651162791,0.813953488372093
492,Q1 2024,Edo,61,159,39,73,46,0,0,2,25,2024,198,0.639344262295082,1.1967213114754098
493,Q1 2024,Ekiti,24,55,9,33,27,2,0,0,4,2024,64,0.375,1.375
494,Q1 2024,Enugu,44,164,24,50,39,0,0,0,11,2024,188,0.5454545454545454,1.1363636363636365
495,Q1 2024,Fct,273,504,62,368,280,0,0,2,86,2024,566,0.2271062271062271,1.347985347985348
496,Q1 2024,Gombe,88,349,44,88,46,0,0,0,42,2024,393,0.5,1.0
497,Q1 2024,Imo,34,134,36,28,25,0,0,0,3,2024,170,1.0588235294117647,0.8235294117647058
498,Q1 2024,Jigawa,95,308,41,155,104,0,0,1,50,2024,349,0.43157894736842106,1.631578947368421
499,Q1 2024,Kaduna,180,828,171,181,96,1,0,6,78,2024,999,0.95,1.0055555555555555
500,Q1 2024,Kano,54,236,30,66,44,0,0,0,22,2024,266,0.5555555555555556,1.2222222222222223
501,Q1 2024,Katsina,35,133,38,50,33,0,0,0,17,2024,171,1.0857142857142856,1.4285714285714286
502,Q1 2024,Kebbi,33,250,41,34,29,0,0,0,5,2024,291,1.2424242424242424,1.0303030303030303
503,Q1 2024,Kogi,121,500,83,193,126,1,0,1,65,2024,583,0.6859504132231405,1.5950413223140496
504,Q1 2024,Kwara,74,300,70,109,63,0,0,0,46,2024,370,0.9459459459459459,1.472972972972973
505,Q1 2024,Lagos,113,165,18,111,71,1,0,0,39,2024,183,0.1592920353982301,0.9823008849557522
506,Q1 2024,Nasarawa,169,438,41,242,167,2,1,0,72,2024,479,0.24260355029585798,1.4319526627218935
507,Q1 2024,Niger,127,433,119,182,140,0,2,3,37,2024,552,0.937007874015748,1.4330708661417322
508,Q1 2024,Ogun,200,542,98,365,261,0,0,0,104,2024,640,0.49,1.825
509,Q1 2024,Ondo,84,245,35,146,80,0,0,1,65,2024,280,0.4166666666666667,1.7380952380952381
510,Q1 2024,Osun,100,376,96,123,71,0,0,1,51,2024,472,0.96,1.23
511,Q1 2024,Oyo,131,298,68,122,84,0,0,2,36,2024,366,0.5190839694656488,0.9312977099236641
512,Q1 2024,Plateau,77,185,15,98,48,1,0,0,49,2024,200,0.19480519480519481,1.2727272727272727
513,Q1 2024,Rivers,15,32,4,21,17,0,0,0,4,2024,36,0.26666666666666666,1.4
514,Q1 2024,Sokoto,24,122,41,52,41,0,0,0,11,2024,163,1.7083333333333333,2.1666666666666665
515,Q1 2024,Taraba,38,98,17,38,17,0,0,0,21,2024,115,0.4473684210526316,1.0
516,Q1 2024,Yobe,39,234,13,55,38,0,0,0,17,2024,247,0.3333333333333333,1.4102564102564104
517,Q1 2024,Zamfara,13,61,14,16,14,0,0,0,2,2024,75,1.0769230769230769,1.2307692307692308
